;Lycopodiophyta;Pteridophyta;Gymnospermae;Angiospermae;Magnoliopsida;Liliopsida;Woody;Herbal;Tree;Shrub;Small_shrub;Semi-shrub;Liana;Prostrate;Perennial;Annual-biennal
Patrinia.gibbosa;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Patrinia.scabiosifolia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Patrinia.sibirica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Valeriana.fauriei;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Weigela.middendorffiana;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;0
Adoxa.moschatellina;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Sambucus.sieboldiana;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;0
Viburnum.furcatum;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;0
Viburnum.sargentii;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;0
Viburnum.wrightii;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;0
Calystegia.pubescens;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0
Calystegia.soldanella;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Polemonium.boreale;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Polemonium.campanulatum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Polemonium.laxiflorum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Polemonium.schizanthum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Eritrichium.villosum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Mertensia.kamczatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Mertensia.maritima;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Mertensia.pterocarpa;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Myosotis.cespitosa;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Myosotis.sylvatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Plagiobotrys.orientalis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Erythranthe.sessilifolia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Erythranthe.inflata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Phryma.asiatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Agastache.rugosa;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Ajuga.shikotanensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Clinopodium.chinense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Clinopodium.kunashirense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Clinopodium.micranthum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Dracocephalum.charkeviczii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Galeopsis.bifida;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Glehoma.grandis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Lamium.barbatum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Lycopus.cavaleriei;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Lycopus.lucidus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Lycopus.uniflorus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Mentha.canadensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Mosla.dianthera;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Nepeta.yesoensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Prunella.asiatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Scutellaria.shikokiana;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Scutellaria.strigillosa;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Scutellaria.yezoensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Teucrium.miquelianum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Stachys.riederi;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Thymus.semiglaber;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0
Solanum.dulcamara;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0
Scrophularia.alata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Boschniakia.rossica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Euphrasia.mollis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Euphrasia.tatarica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Euphrasia.yezoensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Orobanche.coerulescens;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.adunca;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Pedicularis.apodochila;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.capitata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.chamissonis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.interioroides;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.labradorica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.lapponica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.novaiae-zemliae;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.oederi;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.pallasii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.resupinata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.schistostegia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pedicularis.verticillata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Phacellanthus.tubiflorus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Callitriche.hermaphroditica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Callitriche.palustris;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Hippuris.lanceolata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Hippuris.vulgaris;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Lagotis.glauca;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Limosella.aquatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Linaria.japonica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pennellianthus.frutescens;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Plantago.asiatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Plantago.camtschatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Plantago.japonica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Veronica.americana;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Veronica.grandiflora;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Veronica.schmidtiana;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Veronica.stelleri;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pinguicula.macroceras;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Pinguicula.villosa;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Utricularia.australis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Utricularia.intermedia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Utricularia.macrorhiza;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Utricularia.minor;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Adenophora.pereskiifolia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Adenophora.triphylla;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Campanula.chamissonis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Campanula.lasiocarpa;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Campanula.rotundifolia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Codonopsis.lanceolata;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0
Lobelia.sessilifolia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Peracarpa.carnosa;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Achillea.alpina;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Achillea.asiatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Achillea.camtschatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Achillea.japonica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Achillea.macrocephala;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Achillea.millefolium;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Adenocaulon.himalaicum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Anaphalis.margaritacea;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Antennaria.dioica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Arctanthemum.arcticum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Arctanthemum.kurilense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Arnica.unalaschkensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.arctica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.borealis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.furcata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.glomerata;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0
Artemisia.gmelinii;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0
Artemisia.insularis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.japonica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.koidzumii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.laciniata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.littoricola;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.montana;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.opulenta;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.schmidtiana;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0
Artemisia.stelleriana;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Artemisia.tilesii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Aster.glehnii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Aster.scaber;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Bidens.maximowicziana;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Bidens.radiata;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Carpesium.triste;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Cirsium.charkeviczii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Cirsium.kamtschaticum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Cirsium.pectinellum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Cirsium.shikotanense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Crepis.hokkaidoensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Erigeron.caespitans;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Erigeron.humilis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Erigeron.kamtschaticus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1
Erigeron.peregrinus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Erigeron.sachalinensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Erigeron.schikotanensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Erigeron.thunbergii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Eupatorium.glehnii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Eurybia.sibirica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Gnaphalium.pilulare;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Hieracium.umbellatum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Inula.japonica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Inula.salicina;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Ixeridium.dentatum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Ixeridium.kurilense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Ixeris.repens;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Jacobaea.cannabifolia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Jacobaea.nemorensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Jacobaea.pseudoarnica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Lactuca.raddeana;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Lactuca.sibirica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Leibnitzia.anandria;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Leontopodium.kurilense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Ligularia.hodgsonii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Parasenecio.kamtschaticus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Parasenecio.robustus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Petasites.japonicus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Picris.japonica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Picris.kamtschatica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1
Pilosella.tristis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Saussurea.fauriei;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Saussurea.kurilensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Saussurea.nuda;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Saussurea.oxyodonta;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Saussurea.riederi;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Solidago.dahurica;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Solidago.paramuschirensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Solidago.spiraeifolia;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Sonchus.arvensis;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Sonchus.brachyotus;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Tanacetum.vulgare;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.acricorne;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.alaskanum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.brachycarpum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.ceratophorum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.giganteum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.ketoiense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.kimuranum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.koijimae;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.longicorne;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.macroceras;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.miyakei;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.otagyrianum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.perlatescens;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.platycranum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.shikotanense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.shimushirense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.shumushuense;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Taraxacum.vulcanorum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Tephroseris.kawakamii;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
Tripleurospermum.tetragonospermum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Tripolium.pannonicum;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
Alisma.canaliculatum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Scheuchzeria.palustris;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Triglochin.asiatica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Triglochin.maritima;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Triglochin.palustris;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.berchtoldii;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.distinctus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.fryeri;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.gramineus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.maackianus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.natans;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.perfoliatus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.praelongus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.richardsonii;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Potamogeton.tenuifolius;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Stuckenia.filiformis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Stuckenia.pectinata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Zannichellia.palustris;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Ruppia.cirrhosa;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Phyllospadix.iwatensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Zostera.asiatica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Zostera.caespitosa;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Zostera.japonica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Zostera.marina;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Paris.verticillata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Trillium.apetalon;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Trillium.camschatcense;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Trillium.tschonoskii;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Veratrum.albiflorum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Veratrum.grandiflorum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Veratrum.oxysepalum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Metanarthecium.luteoviridis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Tofieldia.cocinea;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Tofieldia.okuboi;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Disporum.sessile;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Disporum.smilacinum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Cardiocrinum.cordatum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Clintonia.udensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Erythronium.japonicum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Fritillaria.camschatcensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Gagea.nakaiana;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Gagea.vaginata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Lilium.debile;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Lilium.pensylvanicum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Lloydia.serotina;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Lloydia.triflora;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Streptopus.amplexifolius;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Streptopus.streptopoides;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Allium.ochotense;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Allium.schoenoprasum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Allium.splendens;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Allium.strictum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Hemerocallis.esculenta;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Hemerocallis.yezoensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Asparagus.schoberioides;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Convallaria.keiskei;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Hosta.sieboldii;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Maianthemum.dilatatum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Polygonatum.humile;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Polygonatum.maximowiczii;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Smilacina.davurica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Iris.ensata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Iris.laevigata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Iris.sanguinea;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Iris.setosa;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Dioscorea.japonica;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0
Cephalanthera.erecta;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Cephalanthera.longibracteata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Corallorhiza.trifida;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Cremastra.appendiculata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Cypripedium.macranthos;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Cypripedium.yatabeanum;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Dactylorhiza.aristata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Dactylorhiza.viridis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Dactylostalix.ringens;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Eleorchis.japonica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Ephippianthus.sachalinensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Epipactis.papillosa;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Galearis.camtschatica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Gastrodia.elata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Goodtera.schlechtendaliana;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Goodyera.henryi;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Goodyera.repens;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Gymnadenia.conopsea;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Habenaria.yezoensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Hammarbya.paludosa;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Liparis.kumokiri;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Malaxis.monophyllos;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Myrmechis.japonica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Neottia.acuminata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Neottia.cordata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Neottia.nipponica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Neottia.papilligera;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Neottia.puberula;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Oreorchis.patens;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.chorisiana;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.convallariifolia;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.ditmariana;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.fuscescens;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.hologlottis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.maximowicziana;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.metabifolia;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.ophrydioides;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.sachalinensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Platanthera.tipuloides;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Pogonia.japonica;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Ponerorchis.cucullata;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Ponerorchis.kinoshitae;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Spiranthes.australis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.articulatus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.beringensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.biglumis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.castaneus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.curvatus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.decipiens;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.ensifolius;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.fauriei;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.fauriensis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.filiformis;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.gracillimus;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
Juncus.haenkei;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
