,trait_name,island,tot_sp,expected,observed,zscore,sd,p-value
0,Taproot,Atlasova,200.0,40.33,57.0,2.68,6.216,0.0037
1,Taproot,Shumshu,346.0,69.78,74.0,0.53,8.045,0.2997
2,Taproot,Paramushir,406.0,81.88,89.0,0.82,8.655,0.2052
3,Taproot,Antciferova,21.0,4.23,9.0,2.32,2.053,0.0102
4,Taproot,Makanrushi,107.0,21.58,32.0,2.27,4.593,0.0116
5,Taproot,Onekotan,250.0,50.42,54.0,0.52,6.912,0.302
6,Taproot,Kharimkotan,137.0,27.63,34.0,1.23,5.18,0.1093
7,Taproot,Chirinkotan,34.0,6.86,7.0,0.05,2.609,0.4781
8,Taproot,Ekarma,102.0,20.57,31.0,2.32,4.487,0.01
9,Taproot,Shiashkotan,175.0,35.29,42.0,1.15,5.831,0.1249
10,Taproot,Raykoke,54.0,10.89,18.0,2.17,3.281,0.0151
11,Taproot,Matua,171.0,34.48,47.0,2.17,5.766,0.015
12,Taproot,Rashua,203.0,40.94,38.0,0.47,6.261,0.3195
13,Taproot,Ushishir,119.0,24.0,25.0,0.21,4.837,0.4179
14,Taproot,Ketoy,205.0,41.34,43.0,0.26,6.29,0.396
15,Taproot,Simushir,246.0,49.61,56.0,0.93,6.859,0.1757
16,Taproot,Broutona,22.0,4.44,10.0,2.65,2.101,0.0041
17,Taproot,Chirpoy,105.0,21.17,27.0,1.28,4.551,0.1003
18,Taproot,Brat Chirpoev,113.0,22.79,30.0,1.53,4.717,0.0631
19,Taproot,Urup,378.0,76.23,87.0,1.29,8.378,0.0993
20,Taproot,Iturup,583.0,117.57,122.0,0.44,10.159,0.3314
21,Taproot,Kunashir,693.0,139.75,122.0,1.62,10.929,0.0522
22,Taproot,Shikotan,508.0,102.44,110.0,0.79,9.567,0.2149
23,Taproot,Polonskogo,103.0,20.77,22.0,0.27,4.508,0.3926
24,Taproot,Zeleny,139.0,28.03,27.0,0.2,5.217,0.4217
25,Taproot,Tanfileva,129.0,26.01,28.0,0.39,5.031,0.3466
26,Taproot,Yuriy,161.0,32.47,32.0,0.08,5.601,0.4667
27,Taproot,Demina,45.0,9.07,17.0,2.64,2.998,0.0041
28,Taproot,Storozhevoy,10.0,2.02,3.0,0.69,1.419,0.2441
29,Taproot,Anuchina,84.0,16.94,21.0,1.0,4.079,0.1598
30,Fibrous root,Atlasova,200.0,62.16,53.0,1.2,7.625,0.1148
31,Fibrous root,Shumshu,346.0,107.54,102.0,0.57,9.773,0.2854
32,Fibrous root,Paramushir,406.0,126.19,129.0,0.27,10.471,0.3942
33,Fibrous root,Antciferova,21.0,6.53,0.0,2.56,2.546,0.0052
34,Fibrous root,Makanrushi,107.0,33.26,30.0,0.57,5.666,0.2827
35,Fibrous root,Onekotan,250.0,77.7,77.0,0.08,8.451,0.4669
36,Fibrous root,Kharimkotan,137.0,42.58,39.0,0.56,6.379,0.2873
37,Fibrous root,Chirinkotan,34.0,10.57,9.0,0.48,3.233,0.3139
38,Fibrous root,Ekarma,102.0,31.7,23.0,1.57,5.537,0.058
39,Fibrous root,Shiashkotan,175.0,54.39,52.0,0.33,7.164,0.3692
40,Fibrous root,Raykoke,54.0,16.78,10.0,1.67,4.061,0.0474
41,Fibrous root,Matua,171.0,53.15,47.0,0.87,7.086,0.1928
42,Fibrous root,Rashua,203.0,63.09,62.0,0.14,7.678,0.4433
43,Fibrous root,Ushishir,119.0,36.99,36.0,0.17,5.964,0.4343
44,Fibrous root,Ketoy,205.0,63.72,59.0,0.61,7.713,0.2705
45,Fibrous root,Simushir,246.0,76.46,70.0,0.77,8.389,0.2207
46,Fibrous root,Broutona,22.0,6.84,2.0,1.86,2.606,0.0317
47,Fibrous root,Chirpoy,105.0,32.64,21.0,2.07,5.615,0.0191
48,Fibrous root,Brat Chirpoev,113.0,35.12,28.0,1.22,5.817,0.1104
49,Fibrous root,Urup,378.0,117.49,111.0,0.64,10.156,0.2615
50,Fibrous root,Iturup,583.0,181.2,188.0,0.56,12.127,0.2876
51,Fibrous root,Kunashir,693.0,215.39,221.0,0.43,12.929,0.3322
52,Fibrous root,Shikotan,508.0,157.89,155.0,0.25,11.488,0.4006
53,Fibrous root,Polonskogo,103.0,32.01,37.0,0.9,5.563,0.185
54,Fibrous root,Zeleny,139.0,43.2,45.0,0.28,6.424,0.3898
55,Fibrous root,Tanfileva,129.0,40.09,49.0,1.44,6.199,0.0754
56,Fibrous root,Yuriy,161.0,50.04,59.0,1.3,6.887,0.0967
57,Fibrous root,Demina,45.0,13.99,8.0,1.61,3.713,0.0534
58,Fibrous root,Storozhevoy,10.0,3.11,2.0,0.63,1.76,0.2645
59,Fibrous root,Anuchina,84.0,26.11,26.0,0.02,5.04,0.4914
60,Tuberous adventitious roots,Atlasova,200.0,1.46,1.0,0.38,1.205,0.3528
61,Tuberous adventitious roots,Shumshu,346.0,2.52,2.0,0.33,1.585,0.372
62,Tuberous adventitious roots,Paramushir,406.0,2.95,2.0,0.56,1.716,0.2891
63,Tuberous adventitious roots,Antciferova,21.0,0.15,0.0,0.39,0.391,0.3479
64,Tuberous adventitious roots,Makanrushi,107.0,0.78,2.0,1.38,0.882,0.0831
65,Tuberous adventitious roots,Onekotan,250.0,1.82,1.0,0.61,1.347,0.2716
66,Tuberous adventitious roots,Kharimkotan,137.0,1.0,1.0,0.0,0.998,0.4988
67,Tuberous adventitious roots,Chirinkotan,34.0,0.25,1.0,1.51,0.497,0.0651
68,Tuberous adventitious roots,Ekarma,102.0,0.74,2.0,1.46,0.861,0.0721
69,Tuberous adventitious roots,Shiashkotan,175.0,1.27,1.0,0.24,1.128,0.4042
70,Tuberous adventitious roots,Raykoke,54.0,0.39,1.0,0.97,0.627,0.1664
71,Tuberous adventitious roots,Matua,171.0,1.24,2.0,0.68,1.115,0.2489
72,Tuberous adventitious roots,Rashua,203.0,1.48,2.0,0.43,1.214,0.3334
73,Tuberous adventitious roots,Ushishir,119.0,0.87,2.0,1.22,0.93,0.1114
74,Tuberous adventitious roots,Ketoy,205.0,1.49,2.0,0.42,1.22,0.3385
75,Tuberous adventitious roots,Simushir,246.0,1.79,2.0,0.16,1.337,0.4376
76,Tuberous adventitious roots,Broutona,22.0,0.16,0.0,0.4,0.4,0.3445
77,Tuberous adventitious roots,Chirpoy,105.0,0.76,3.0,2.56,0.874,0.0052
78,Tuberous adventitious roots,Brat Chirpoev,113.0,0.82,3.0,2.4,0.906,0.0081
79,Tuberous adventitious roots,Urup,378.0,2.75,3.0,0.15,1.656,0.4401
80,Tuberous adventitious roots,Iturup,583.0,4.24,7.0,1.34,2.055,0.0898
81,Tuberous adventitious roots,Kunashir,693.0,5.04,7.0,0.87,2.24,0.1911
82,Tuberous adventitious roots,Shikotan,508.0,3.7,5.0,0.68,1.919,0.2485
83,Tuberous adventitious roots,Polonskogo,103.0,0.75,1.0,0.29,0.865,0.3861
84,Tuberous adventitious roots,Zeleny,139.0,1.01,1.0,0.01,1.005,0.4955
85,Tuberous adventitious roots,Tanfileva,129.0,0.94,1.0,0.06,0.968,0.4748
86,Tuberous adventitious roots,Yuriy,161.0,1.17,1.0,0.16,1.082,0.437
87,Tuberous adventitious roots,Demina,45.0,0.33,0.0,0.57,0.572,0.2836
88,Tuberous adventitious roots,Storozhevoy,10.0,0.07,0.0,0.27,0.27,0.3937
89,Tuberous adventitious roots,Anuchina,84.0,0.61,1.0,0.5,0.782,0.3094
90,Thickened adventitious roots,Atlasova,200.0,3.53,4.0,0.25,1.877,0.402
91,Thickened adventitious roots,Shumshu,346.0,6.11,5.0,0.45,2.465,0.3256
92,Thickened adventitious roots,Paramushir,406.0,7.17,5.0,0.81,2.669,0.2076
93,Thickened adventitious roots,Antciferova,21.0,0.37,1.0,1.03,0.609,0.1509
94,Thickened adventitious roots,Makanrushi,107.0,1.89,2.0,0.08,1.374,0.4683
95,Thickened adventitious roots,Onekotan,250.0,4.42,5.0,0.28,2.097,0.3907
96,Thickened adventitious roots,Kharimkotan,137.0,2.42,3.0,0.37,1.554,0.3547
97,Thickened adventitious roots,Chirinkotan,34.0,0.6,1.0,0.52,0.775,0.3032
98,Thickened adventitious roots,Ekarma,102.0,1.8,1.0,0.6,1.341,0.2748
99,Thickened adventitious roots,Shiashkotan,175.0,3.09,3.0,0.05,1.756,0.479
100,Thickened adventitious roots,Raykoke,54.0,0.95,1.0,0.05,0.976,0.4813
101,Thickened adventitious roots,Matua,171.0,3.02,4.0,0.56,1.736,0.2865
102,Thickened adventitious roots,Rashua,203.0,3.59,4.0,0.22,1.89,0.4136
103,Thickened adventitious roots,Ushishir,119.0,2.1,2.0,0.07,1.449,0.4717
104,Thickened adventitious roots,Ketoy,205.0,3.62,4.0,0.2,1.9,0.4213
105,Thickened adventitious roots,Simushir,246.0,4.35,5.0,0.31,2.08,0.3768
106,Thickened adventitious roots,Broutona,22.0,0.39,1.0,0.98,0.623,0.1634
107,Thickened adventitious roots,Chirpoy,105.0,1.86,3.0,0.84,1.361,0.2002
108,Thickened adventitious roots,Brat Chirpoev,113.0,2.0,1.0,0.71,1.412,0.24
109,Thickened adventitious roots,Urup,378.0,6.68,9.0,0.9,2.576,0.1838
110,Thickened adventitious roots,Iturup,583.0,10.3,13.0,0.84,3.193,0.1991
111,Thickened adventitious roots,Kunashir,693.0,12.25,14.0,0.5,3.477,0.307
112,Thickened adventitious roots,Shikotan,508.0,8.98,12.0,1.01,2.982,0.1554
113,Thickened adventitious roots,Polonskogo,103.0,1.82,8.0,4.58,1.348,0.0
114,Thickened adventitious roots,Zeleny,139.0,2.46,8.0,3.54,1.565,0.0002
115,Thickened adventitious roots,Tanfileva,129.0,2.28,8.0,3.79,1.508,0.0001
116,Thickened adventitious roots,Yuriy,161.0,2.85,8.0,3.06,1.684,0.0011
117,Thickened adventitious roots,Demina,45.0,0.8,3.0,2.47,0.891,0.0067
118,Thickened adventitious roots,Storozhevoy,10.0,0.18,1.0,1.96,0.42,0.0251
119,Thickened adventitious roots,Anuchina,84.0,1.48,7.0,4.53,1.217,0.0
120,Tuberous,Atlasova,200.0,6.24,5.0,0.5,2.489,0.3096
121,Tuberous,Shumshu,346.0,10.79,10.0,0.24,3.266,0.4044
122,Tuberous,Paramushir,406.0,12.66,12.0,0.19,3.535,0.4258
123,Tuberous,Antciferova,21.0,0.65,0.0,0.81,0.809,0.2091
124,Tuberous,Makanrushi,107.0,3.34,2.0,0.73,1.824,0.2318
125,Tuberous,Onekotan,250.0,7.8,5.0,1.01,2.781,0.1573
126,Tuberous,Kharimkotan,137.0,4.27,6.0,0.84,2.062,0.2011
127,Tuberous,Chirinkotan,34.0,1.06,0.0,1.03,1.029,0.1514
128,Tuberous,Ekarma,102.0,3.18,5.0,1.02,1.781,0.1535
129,Tuberous,Shiashkotan,175.0,5.46,7.0,0.66,2.329,0.2539
130,Tuberous,Raykoke,54.0,1.68,1.0,0.53,1.297,0.2989
131,Tuberous,Matua,171.0,5.33,6.0,0.29,2.303,0.386
132,Tuberous,Rashua,203.0,6.33,9.0,1.06,2.508,0.1436
133,Tuberous,Ushishir,119.0,3.71,7.0,1.71,1.923,0.0436
134,Tuberous,Ketoy,205.0,6.39,9.0,1.03,2.52,0.1504
135,Tuberous,Simushir,246.0,7.67,10.0,0.84,2.759,0.1993
136,Tuberous,Broutona,22.0,0.69,0.0,0.83,0.828,0.2037
137,Tuberous,Chirpoy,105.0,3.27,9.0,3.17,1.806,0.0008
138,Tuberous,Brat Chirpoev,113.0,3.52,7.0,1.86,1.874,0.0318
139,Tuberous,Urup,378.0,11.79,17.0,1.53,3.412,0.0633
140,Tuberous,Iturup,583.0,18.18,20.0,0.43,4.223,0.3333
141,Tuberous,Kunashir,693.0,21.61,23.0,0.3,4.596,0.3813
142,Tuberous,Shikotan,508.0,15.84,18.0,0.55,3.947,0.2923
143,Tuberous,Polonskogo,103.0,3.21,1.0,1.24,1.789,0.1082
144,Tuberous,Zeleny,139.0,4.33,3.0,0.64,2.077,0.2603
145,Tuberous,Tanfileva,129.0,4.02,4.0,0.01,2.002,0.4954
146,Tuberous,Yuriy,161.0,5.02,10.0,2.23,2.235,0.0129
147,Tuberous,Demina,45.0,1.4,1.0,0.34,1.184,0.3667
148,Tuberous,Storozhevoy,10.0,0.31,1.0,1.23,0.558,0.1089
149,Tuberous,Anuchina,84.0,2.62,2.0,0.38,1.616,0.3507
150,Multi-headed caudex,Atlasova,200.0,11.23,22.0,3.23,3.331,0.0006
151,Multi-headed caudex,Shumshu,346.0,19.42,24.0,1.05,4.362,0.147
152,Multi-headed caudex,Paramushir,406.0,22.79,32.0,1.95,4.717,0.0254
153,Multi-headed caudex,Antciferova,21.0,1.18,2.0,0.76,1.085,0.2246
154,Multi-headed caudex,Makanrushi,107.0,6.01,12.0,2.45,2.443,0.0071
155,Multi-headed caudex,Onekotan,250.0,14.03,22.0,2.14,3.719,0.0161
156,Multi-headed caudex,Kharimkotan,137.0,7.69,12.0,1.56,2.762,0.0593
157,Multi-headed caudex,Chirinkotan,34.0,1.91,2.0,0.07,1.38,0.4736
158,Multi-headed caudex,Ekarma,102.0,5.73,10.0,1.79,2.386,0.0366
159,Multi-headed caudex,Shiashkotan,175.0,9.82,16.0,1.98,3.118,0.0238
160,Multi-headed caudex,Raykoke,54.0,3.03,4.0,0.56,1.738,0.2886
161,Multi-headed caudex,Matua,171.0,9.6,13.0,1.1,3.083,0.1349
162,Multi-headed caudex,Rashua,203.0,11.4,12.0,0.18,3.356,0.4285
163,Multi-headed caudex,Ushishir,119.0,6.68,6.0,0.26,2.576,0.3959
164,Multi-headed caudex,Ketoy,205.0,11.51,15.0,1.04,3.372,0.1501
165,Multi-headed caudex,Simushir,246.0,13.81,17.0,0.87,3.689,0.1935
166,Multi-headed caudex,Broutona,22.0,1.23,4.0,2.49,1.111,0.0064
167,Multi-headed caudex,Chirpoy,105.0,5.89,13.0,2.94,2.42,0.0017
168,Multi-headed caudex,Brat Chirpoev,113.0,6.34,9.0,1.06,2.51,0.1449
169,Multi-headed caudex,Urup,378.0,21.22,24.0,0.61,4.555,0.2707
170,Multi-headed caudex,Iturup,583.0,32.73,27.0,1.02,5.622,0.1543
171,Multi-headed caudex,Kunashir,693.0,38.9,22.0,2.77,6.11,0.0028
172,Multi-headed caudex,Shikotan,508.0,28.52,21.0,1.43,5.26,0.0765
173,Multi-headed caudex,Polonskogo,103.0,5.78,3.0,1.16,2.397,0.123
174,Multi-headed caudex,Zeleny,139.0,7.8,5.0,1.01,2.782,0.1569
175,Multi-headed caudex,Tanfileva,129.0,7.24,5.0,0.84,2.681,0.2016
176,Multi-headed caudex,Yuriy,161.0,9.04,5.0,1.35,2.992,0.0886
177,Multi-headed caudex,Demina,45.0,2.53,4.0,0.93,1.587,0.1765
178,Multi-headed caudex,Storozhevoy,10.0,0.56,0.0,0.75,0.749,0.2268
179,Multi-headed caudex,Anuchina,84.0,4.72,7.0,1.05,2.166,0.1458
180,Bulb,Atlasova,200.0,3.12,4.0,0.5,1.763,0.3085
181,Bulb,Shumshu,346.0,5.4,8.0,1.12,2.316,0.1304
182,Bulb,Paramushir,406.0,6.33,7.0,0.27,2.508,0.3948
183,Bulb,Antciferova,21.0,0.33,1.0,1.18,0.572,0.1199
184,Bulb,Makanrushi,107.0,1.67,3.0,1.03,1.291,0.1511
185,Bulb,Onekotan,250.0,3.9,4.0,0.05,1.97,0.4794
186,Bulb,Kharimkotan,137.0,2.14,3.0,0.59,1.46,0.277
187,Bulb,Chirinkotan,34.0,0.53,0.0,0.73,0.728,0.2332
188,Bulb,Ekarma,102.0,1.59,2.0,0.33,1.26,0.3726
189,Bulb,Shiashkotan,175.0,2.73,5.0,1.38,1.65,0.0843
190,Bulb,Raykoke,54.0,0.84,0.0,0.92,0.917,0.1793
191,Bulb,Matua,171.0,2.67,4.0,0.82,1.631,0.2067
192,Bulb,Rashua,203.0,3.17,5.0,1.03,1.776,0.1508
193,Bulb,Ushishir,119.0,1.86,4.0,1.58,1.361,0.0575
194,Bulb,Ketoy,205.0,3.2,5.0,1.01,1.785,0.1561
195,Bulb,Simushir,246.0,3.84,5.0,0.6,1.955,0.2757
196,Bulb,Broutona,22.0,0.34,0.0,0.59,0.586,0.279
197,Bulb,Chirpoy,105.0,1.64,4.0,1.85,1.278,0.0323
198,Bulb,Brat Chirpoev,113.0,1.76,4.0,1.69,1.326,0.0457
199,Bulb,Urup,378.0,5.89,9.0,1.28,2.42,0.0997
200,Bulb,Iturup,583.0,9.09,8.0,0.36,3.001,0.3582
201,Bulb,Kunashir,693.0,10.81,12.0,0.37,3.269,0.3574
202,Bulb,Shikotan,508.0,7.92,9.0,0.38,2.803,0.3501
203,Bulb,Polonskogo,103.0,1.61,0.0,1.27,1.266,0.1023
204,Bulb,Zeleny,139.0,2.17,0.0,1.47,1.471,0.0703
205,Bulb,Tanfileva,129.0,2.01,3.0,0.7,1.417,0.2427
206,Bulb,Yuriy,161.0,2.51,1.0,0.95,1.582,0.1699
207,Bulb,Demina,45.0,0.7,3.0,2.74,0.837,0.003
208,Bulb,Storozhevoy,10.0,0.16,1.0,2.14,0.395,0.0163
209,Bulb,Anuchina,84.0,1.31,0.0,1.15,1.144,0.1261
210,Short rhizome,Atlasova,200.0,80.87,80.0,0.1,8.607,0.4596
211,Short rhizome,Shumshu,346.0,139.91,139.0,0.08,10.934,0.4668
212,Short rhizome,Paramushir,406.0,164.17,168.0,0.33,11.669,0.3715
213,Short rhizome,Antciferova,21.0,8.49,4.0,1.55,2.901,0.0608
214,Short rhizome,Makanrushi,107.0,43.27,45.0,0.27,6.428,0.3937
215,Short rhizome,Onekotan,250.0,101.09,103.0,0.2,9.511,0.4205
216,Short rhizome,Kharimkotan,137.0,55.4,56.0,0.08,7.226,0.4668
217,Short rhizome,Chirinkotan,34.0,13.75,17.0,0.88,3.681,0.1885
218,Short rhizome,Ekarma,102.0,41.25,41.0,0.04,6.283,0.4844
219,Short rhizome,Shiashkotan,175.0,70.76,73.0,0.28,8.097,0.3912
220,Short rhizome,Raykoke,54.0,21.84,18.0,0.83,4.62,0.2032
221,Short rhizome,Matua,171.0,69.15,67.0,0.27,8.011,0.3944
222,Short rhizome,Rashua,203.0,82.09,85.0,0.34,8.665,0.3683
223,Short rhizome,Ushishir,119.0,48.12,51.0,0.43,6.761,0.335
224,Short rhizome,Ketoy,205.0,82.9,82.0,0.1,8.704,0.459
225,Short rhizome,Simushir,246.0,99.47,103.0,0.37,9.444,0.3544
226,Short rhizome,Broutona,22.0,8.9,6.0,0.98,2.969,0.1647
227,Short rhizome,Chirpoy,105.0,42.46,36.0,1.01,6.371,0.1553
228,Short rhizome,Brat Chirpoev,113.0,45.69,48.0,0.35,6.597,0.3633
229,Short rhizome,Urup,378.0,152.85,150.0,0.25,11.339,0.4008
230,Short rhizome,Iturup,583.0,235.75,241.0,0.39,13.341,0.3468
231,Short rhizome,Kunashir,693.0,280.23,283.0,0.2,14.092,0.422
232,Short rhizome,Shikotan,508.0,205.42,214.0,0.68,12.71,0.2498
233,Short rhizome,Polonskogo,103.0,41.65,45.0,0.53,6.312,0.2978
234,Short rhizome,Zeleny,139.0,56.21,63.0,0.93,7.275,0.1752
235,Short rhizome,Tanfileva,129.0,52.16,63.0,1.54,7.024,0.0614
236,Short rhizome,Yuriy,161.0,65.1,78.0,1.66,7.791,0.0489
237,Short rhizome,Demina,45.0,18.2,14.0,0.99,4.225,0.1603
238,Short rhizome,Storozhevoy,10.0,4.04,2.0,1.02,2.007,0.1542
239,Short rhizome,Anuchina,84.0,33.97,39.0,0.88,5.724,0.1896
240,Long rhizome,Atlasova,200.0,71.52,69.0,0.31,8.136,0.3785
241,Long rhizome,Shumshu,346.0,123.73,134.0,0.99,10.383,0.1612
242,Long rhizome,Paramushir,406.0,145.18,152.0,0.61,11.103,0.2695
243,Long rhizome,Antciferova,21.0,7.51,8.0,0.18,2.73,0.4287
244,Long rhizome,Makanrushi,107.0,38.26,31.0,1.2,6.061,0.1154
245,Long rhizome,Onekotan,250.0,89.4,100.0,1.18,9.005,0.1195
246,Long rhizome,Kharimkotan,137.0,48.99,49.0,0.0,6.819,0.4994
247,Long rhizome,Chirinkotan,34.0,12.16,12.0,0.05,3.465,0.4818
248,Long rhizome,Ekarma,102.0,36.47,31.0,0.92,5.924,0.1777
249,Long rhizome,Shiashkotan,175.0,62.58,63.0,0.06,7.649,0.478
250,Long rhizome,Raykoke,54.0,19.31,21.0,0.39,4.35,0.3488
251,Long rhizome,Matua,171.0,61.15,57.0,0.55,7.567,0.2918
252,Long rhizome,Rashua,203.0,72.59,78.0,0.66,8.192,0.2545
253,Long rhizome,Ushishir,119.0,42.55,38.0,0.71,6.377,0.2376
254,Long rhizome,Ketoy,205.0,73.31,79.0,0.69,8.229,0.2445
255,Long rhizome,Simushir,246.0,87.97,90.0,0.23,8.94,0.41
256,Long rhizome,Broutona,22.0,7.87,6.0,0.67,2.793,0.252
257,Long rhizome,Chirpoy,105.0,37.55,36.0,0.26,6.007,0.3984
258,Long rhizome,Brat Chirpoev,113.0,40.41,31.0,1.51,6.222,0.0653
259,Long rhizome,Urup,378.0,135.17,133.0,0.2,10.779,0.4203
260,Long rhizome,Iturup,583.0,208.47,209.0,0.04,12.779,0.4836
261,Long rhizome,Kunashir,693.0,247.81,252.0,0.31,13.564,0.3787
262,Long rhizome,Shikotan,508.0,181.65,178.0,0.3,12.139,0.3817
263,Long rhizome,Polonskogo,103.0,36.83,38.0,0.2,5.952,0.4222
264,Long rhizome,Zeleny,139.0,49.7,55.0,0.77,6.866,0.2203
265,Long rhizome,Tanfileva,129.0,46.13,36.0,1.53,6.627,0.0632
266,Long rhizome,Yuriy,161.0,57.57,48.0,1.3,7.357,0.0966
267,Long rhizome,Demina,45.0,16.09,10.0,1.53,3.978,0.0628
268,Long rhizome,Storozhevoy,10.0,3.58,3.0,0.31,1.887,0.3801
269,Long rhizome,Anuchina,84.0,30.04,25.0,0.93,5.394,0.1752
270,Thin rhizome,Atlasova,200.0,61.95,63.0,0.14,7.613,0.4454
271,Thin rhizome,Shumshu,346.0,107.18,122.0,1.52,9.759,0.0644
272,Thin rhizome,Paramushir,406.0,125.77,138.0,1.17,10.456,0.121
273,Thin rhizome,Antciferova,21.0,6.51,8.0,0.59,2.542,0.2782
274,Thin rhizome,Makanrushi,107.0,33.15,26.0,1.26,5.657,0.1033
275,Thin rhizome,Onekotan,250.0,77.44,90.0,1.49,8.439,0.0684
276,Thin rhizome,Kharimkotan,137.0,42.44,44.0,0.25,6.369,0.4032
277,Thin rhizome,Chirinkotan,34.0,10.53,11.0,0.14,3.228,0.4424
278,Thin rhizome,Ekarma,102.0,31.6,29.0,0.47,5.528,0.3193
279,Thin rhizome,Shiashkotan,175.0,54.21,56.0,0.25,7.152,0.4012
280,Thin rhizome,Raykoke,54.0,16.73,20.0,0.81,4.054,0.2098
281,Thin rhizome,Matua,171.0,52.97,51.0,0.28,7.075,0.3903
282,Thin rhizome,Rashua,203.0,62.88,69.0,0.8,7.666,0.2125
283,Thin rhizome,Ushishir,119.0,36.86,32.0,0.82,5.954,0.207
284,Thin rhizome,Ketoy,205.0,63.5,69.0,0.71,7.701,0.2377
285,Thin rhizome,Simushir,246.0,76.2,79.0,0.33,8.377,0.3693
286,Thin rhizome,Broutona,22.0,6.81,5.0,0.7,2.601,0.2427
287,Thin rhizome,Chirpoy,105.0,32.53,30.0,0.45,5.606,0.3261
288,Thin rhizome,Brat Chirpoev,113.0,35.0,25.0,1.72,5.808,0.0425
289,Thin rhizome,Urup,378.0,117.09,113.0,0.4,10.141,0.3432
290,Thin rhizome,Iturup,583.0,180.6,176.0,0.38,12.112,0.3521
291,Thin rhizome,Kunashir,693.0,214.67,212.0,0.21,12.914,0.4181
292,Thin rhizome,Shikotan,508.0,157.36,151.0,0.55,11.473,0.2896
293,Thin rhizome,Polonskogo,103.0,31.91,27.0,0.88,5.554,0.1885
294,Thin rhizome,Zeleny,139.0,43.06,44.0,0.15,6.413,0.4416
295,Thin rhizome,Tanfileva,129.0,39.96,26.0,2.26,6.189,0.012
296,Thin rhizome,Yuriy,161.0,49.87,36.0,2.02,6.877,0.0218
297,Thin rhizome,Demina,45.0,13.94,9.0,1.33,3.706,0.0913
298,Thin rhizome,Storozhevoy,10.0,3.1,3.0,0.06,1.757,0.4778
299,Thin rhizome,Anuchina,84.0,26.02,19.0,1.4,5.032,0.0815
300,Thick rhizome,Atlasova,200.0,9.98,6.0,1.27,3.143,0.1027
301,Thick rhizome,Shumshu,346.0,17.26,13.0,1.04,4.118,0.1502
302,Thick rhizome,Paramushir,406.0,20.26,15.0,1.18,4.453,0.1189
303,Thick rhizome,Antciferova,21.0,1.05,0.0,1.02,1.023,0.1529
304,Thick rhizome,Makanrushi,107.0,5.34,5.0,0.15,2.304,0.4415
305,Thick rhizome,Onekotan,250.0,12.47,10.0,0.71,3.509,0.2404
306,Thick rhizome,Kharimkotan,137.0,6.84,5.0,0.7,2.605,0.2405
307,Thick rhizome,Chirinkotan,34.0,1.7,1.0,0.54,1.301,0.2963
308,Thick rhizome,Ekarma,102.0,5.09,2.0,1.37,2.25,0.0849
309,Thick rhizome,Shiashkotan,175.0,8.73,7.0,0.59,2.942,0.278
310,Thick rhizome,Raykoke,54.0,2.69,1.0,1.03,1.639,0.1506
311,Thick rhizome,Matua,171.0,8.53,6.0,0.87,2.908,0.1919
312,Thick rhizome,Rashua,203.0,10.13,9.0,0.36,3.166,0.3607
313,Thick rhizome,Ushishir,119.0,5.94,6.0,0.03,2.429,0.4898
314,Thick rhizome,Ketoy,205.0,10.23,10.0,0.07,3.181,0.4713
315,Thick rhizome,Simushir,246.0,12.27,11.0,0.37,3.481,0.3571
316,Thick rhizome,Broutona,22.0,1.1,1.0,0.09,1.047,0.4628
317,Thick rhizome,Chirpoy,105.0,5.24,6.0,0.33,2.283,0.3694
318,Thick rhizome,Brat Chirpoev,113.0,5.64,6.0,0.15,2.368,0.4393
319,Thick rhizome,Urup,378.0,18.86,21.0,0.5,4.3,0.3094
320,Thick rhizome,Iturup,583.0,29.09,33.0,0.74,5.311,0.2308
321,Thick rhizome,Kunashir,693.0,34.58,40.0,0.94,5.774,0.1738
322,Thick rhizome,Shikotan,508.0,25.35,28.0,0.53,4.968,0.2967
323,Thick rhizome,Polonskogo,103.0,5.14,11.0,2.59,2.261,0.0048
324,Thick rhizome,Zeleny,139.0,6.94,11.0,1.55,2.624,0.0607
325,Thick rhizome,Tanfileva,129.0,6.44,10.0,1.41,2.529,0.0794
326,Thick rhizome,Yuriy,161.0,8.03,12.0,1.41,2.822,0.0799
327,Thick rhizome,Demina,45.0,2.25,1.0,0.83,1.497,0.2027
328,Thick rhizome,Storozhevoy,10.0,0.5,0.0,0.71,0.706,0.2399
329,Thick rhizome,Anuchina,84.0,4.19,6.0,0.89,2.043,0.188
330,Rootstock,Atlasova,200.0,1.25,2.0,0.67,1.116,0.2501
331,Rootstock,Shumshu,346.0,2.16,3.0,0.57,1.467,0.283
332,Rootstock,Paramushir,406.0,2.53,3.0,0.29,1.589,0.3842
333,Rootstock,Antciferova,21.0,0.13,0.0,0.36,0.362,0.3587
334,Rootstock,Makanrushi,107.0,0.67,1.0,0.41,0.817,0.3419
335,Rootstock,Onekotan,250.0,1.56,3.0,1.15,1.248,0.1241
336,Rootstock,Kharimkotan,137.0,0.85,1.0,0.16,0.924,0.4374
337,Rootstock,Chirinkotan,34.0,0.21,0.0,0.46,0.46,0.3226
338,Rootstock,Ekarma,102.0,0.64,1.0,0.46,0.797,0.3241
339,Rootstock,Shiashkotan,175.0,1.09,1.0,0.09,1.044,0.4651
340,Rootstock,Raykoke,54.0,0.34,0.0,0.58,0.58,0.2808
